,x,y,2G,3G,4G,latitude,longitude
10630,932637.0,6227376.0,0,1,1,43.1078,5.8564
10772,938752.0,6227647.0,0,1,1,43.1082,5.9315
2192,514817.0,6225932.0,0,1,1,43.1087,0.7264
1957,492381.0,6226673.0,0,1,0,43.1092,0.4508
10834,941963.0,6227873.0,0,1,1,43.1092,5.971
11085,959032.0,6228545.0,0,1,1,43.1092,6.1807
1832,481991.0,6227082.0,0,1,1,43.1097,0.3232
10999,953086.0,6228387.0,0,1,1,43.1099,6.1077
6363,707616.0,6223515.0,0,1,1,43.1109,3.0935
5255,662780.0,6223891.0,0,1,0,43.1133,2.5431
6064,696151.0,6223873.0,0,1,1,43.1141,2.9527
10809,940621.0,6228374.0,0,1,1,43.1141,5.9548
10793,939677.0,6228381.0,0,1,1,43.1145,5.9432
10873,944296.0,6228581.0,0,1,1,43.1147,6.0
10550,930006.0,6228154.0,0,1,1,43.1156,5.8245
10783,939112.0,6228498.0,0,1,1,43.1157,5.9363
11098,960313.0,6229412.0,0,1,1,43.1165,6.1969
2334,526549.0,6226525.0,0,1,1,43.1169,0.8702
10686,934642.0,6228553.0,0,1,1,43.1177,5.8815
618,352637.0,6233697.0,0,1,0,43.1181,-1.2669
10828,941608.0,6228869.0,0,1,0,43.1182,5.9671
10787,939180.0,6228790.0,0,1,0,43.1183,5.9373
1791,478240.0,6228193.0,0,1,0,43.1186,0.2767
10621,932244.0,6228605.0,0,1,1,43.119,5.8521
11027,955759.0,6229504.0,0,1,1,43.119,6.141
2176,512569.0,6227320.0,0,1,1,43.1206,0.6983
11045,956593.0,6229740.0,0,1,1,43.1208,6.1514
10767,938602.0,6229106.0,0,1,1,43.1214,5.9304
4923,655817.0,6224843.0,0,1,0,43.1215,2.4575
10516,928622.0,6228799.0,0,1,1,43.1219,5.8078
10970,950710.0,6229724.0,0,1,1,43.1228,6.0792
10810,940687.0,6229351.0,0,1,1,43.1229,5.9561
1891,488060.0,6228354.0,0,1,1,43.123,0.3971
10786,939157.0,6229345.0,0,1,1,43.1233,5.9373
10483,927334.0,6228964.0,0,1,1,43.1238,5.792
3174,587583.0,6226054.0,0,1,1,43.1249,1.6195
10796,939714.0,6229538.0,0,1,0,43.1249,5.9442
10510,928319.0,6229186.0,0,1,1,43.1254,5.8042
11266,973365.0,6230971.0,0,1,1,43.1257,6.3578
1634,456908.0,6229808.0,0,1,1,43.1262,0.0142
10734,936676.0,6229576.0,0,1,1,43.1262,5.9069
10749,937554.0,6229749.0,0,1,0,43.1275,5.9178
10847,942798.0,6229949.0,0,1,1,43.1275,5.9822
10880,944950.0,6230041.0,0,1,1,43.1276,6.0087
1276,420883.0,6231452.0,0,1,1,43.1278,-0.4286
10763,938424.0,6230006.0,0,1,1,43.1295,5.9286
10830,941710.0,6230260.0,0,1,1,43.1307,5.969
10595,931446.0,6230054.0,0,1,1,43.1322,5.843
10934,948680.0,6230763.0,0,1,1,43.1328,6.0548
11132,963065.0,6231360.0,0,1,1,43.133,6.2316
11269,973714.0,6231851.0,0,1,0,43.1335,6.3625
1366,428437.0,6231808.0,0,1,1,43.1339,-0.3361
532,343745.0,6235978.0,0,1,0,43.1342,-1.3775
10738,937026.0,6230580.0,0,1,1,43.1351,5.9117
11253,972522.0,6231999.0,0,1,1,43.1352,6.348
6463,710833.0,6226337.0,0,1,1,43.1362,3.133
2651,558330.0,6227908.0,0,1,0,43.1364,1.2599
10882,945026.0,6231047.0,0,1,0,43.1366,6.0101
10750,937578.0,6230927.0,0,1,1,43.1381,5.9186
10502,928174.0,6230614.0,0,1,0,43.1383,5.8031
10863,943654.0,6231175.0,0,1,1,43.1383,5.9933
1483,438833.0,6231964.0,0,1,1,43.1392,-0.2086
1085,405781.0,6233485.0,0,1,1,43.14,-0.615
10702,935110.0,6231085.0,0,1,1,43.1403,5.8884
4062,641980.0,6227084.0,0,1,1,43.1407,2.2874
10408,924301.0,6230751.0,0,1,1,43.1408,5.7556
5642,676187.0,6227041.0,0,1,1,43.1422,2.7075
10897,946239.0,6231714.0,0,1,1,43.1422,6.0253
11241,971923.0,6232767.0,0,1,1,43.1424,6.341
10910,947118.0,6231779.0,0,1,0,43.1425,6.0361
11139,963625.0,6232686.0,0,1,1,43.1448,6.2391
10461,926550.0,6231424.0,0,1,0,43.1461,5.7835
10740,937106.0,6231829.0,0,1,0,43.1463,5.9132
10949,949695.0,6232337.0,0,1,1,43.1466,6.068
10404,924061.0,6231456.0,0,1,1,43.1472,5.7529
