cluster,x,y,2G,3G,4G,latitude,longitude
437,251445.0,6861054.0,1,1,1,48.6936,-3.1003
437,251484.0,6872176.0,1,1,0,48.7934,-3.1115
407,251819.0,6794789.0,1,1,1,48.0995,-3.0266
376,251934.0,6765585.0,1,1,1,47.8375,-2.9953
407,252019.0,6808483.0,1,1,1,48.2225,-3.038
438,252789.0,6865604.0,1,1,1,48.7354,-3.0869
376,252846.0,6736436.0,1,1,1,47.5765,-2.9538
407,252915.0,6778377.0,1,1,1,47.953,-2.9952
438,252932.0,6829379.0,1,1,0,48.4106,-3.0472
407,253110.0,6788186.0,1,1,1,48.0411,-3.0026
407,253727.0,6818233.0,1,1,1,48.3111,-3.025
376,253970.0,6743160.0,1,1,1,47.6376,-2.9456
376,254044.0,6749083.0,1,1,1,47.6908,-2.9506
407,254512.0,6808689.0,1,1,1,48.226,-3.0047
407,255113.0,6790727.0,1,1,1,48.0653,-2.9783
407,255277.0,6798573.0,1,1,1,48.1358,-2.9841
438,255457.0,6866598.0,1,1,1,48.7461,-3.0517
438,256072.0,6872199.0,1,1,0,48.7968,-3.0492
407,256181.0,6771959.0,1,1,1,47.8976,-2.9451
438,256253.0,6872528.0,1,1,1,48.7998,-3.0471
438,256445.0,6842736.0,1,1,0,48.5328,-3.0136
376,256897.0,6741260.0,1,1,1,47.6225,-2.9048
376,256925.0,6754011.0,1,1,1,47.737,-2.9172
376,256960.0,6732492.0,1,1,1,47.5439,-2.8953
438,257010.0,6868379.0,1,1,1,48.7631,-3.0325
407,257349.0,6787369.0,1,1,1,48.0367,-2.945
407,257474.0,6804943.0,1,1,1,48.1944,-2.9611
376,257711.0,6746060.0,1,1,1,47.6662,-2.8988
438,259300.0,6854596.0,1,1,0,48.6411,-2.9872
438,259815.0,6878415.0,1,1,1,48.8551,-3.0048
376,259930.0,6745638.0,1,1,1,47.6639,-2.8689
376,260294.0,6767307.0,1,1,1,47.8586,-2.8856
438,260422.0,6867076.0,1,1,1,48.7538,-2.9849
376,261025.0,6729095.0,1,1,1,47.5161,-2.8381
407,261615.0,6795194.0,1,1,1,48.1098,-2.8958
438,262241.0,6845326.0,1,1,0,48.5599,-2.938
376,262715.0,6727251.0,1,1,1,47.5007,-2.8139
407,262838.0,6790647.0,1,1,0,48.0698,-2.8748
438,262880.0,6826797.0,1,1,1,48.3942,-2.9106
376,262907.0,6741107.0,1,1,1,47.6252,-2.8249
376,263474.0,6755425.0,1,1,1,47.7541,-2.8314
438,263755.0,6858386.0,1,1,1,48.6781,-2.9308
376,263763.0,6728554.0,1,1,1,47.5131,-2.8013
407,264000.0,6772431.0,1,1,1,47.9071,-2.8412
376,264076.0,6749624.0,1,1,1,47.7024,-2.8177
376,264635.0,6768268.0,1,1,1,47.8701,-2.8286
376,265092.0,6729264.0,1,1,0,47.5203,-2.7843
407,265201.0,6782108.0,1,1,1,47.9947,-2.8347
438,265219.0,6842408.0,1,1,0,48.5358,-2.8948
407,265913.0,6809065.0,1,1,0,48.2371,-2.852
376,266601.0,6761707.0,1,1,1,47.8125,-2.7959
407,266602.0,6771680.0,1,1,1,47.9021,-2.8057
376,266625.0,6744588.0,1,1,1,47.6589,-2.7789
376,266728.0,6742875.0,1,1,1,47.6436,-2.7759
